"Peak_ID","Mass","RT","relation.ship","codadw","charge","peakid","identification"
703,173.1498034,3.89849833333333,"bp|C13 isotope #1",0.970632191,NA,703,""
704,178.0362235,10.3806643566667,"bp|O18 isotope #1",0.946617904,NA,704,""
705,137.8704742,10.0908660333333,"fragment?",0.984452731,NA,705,""
706,167.9897011,5.97477635166667,"fragment?",0.992089526,NA,706,""
707,146.0579469,4.23662988166667,"fragment?",0.975611947,NA,707,"""2, 2-dimethylsuccinic acid,  methylglutaric acid,  C04237,  C16272,  2-DEHYDROPANTOATE,  C06762,  HMDB00858,  C06006,  C06104,  HMDB00448,  HMDB00422,  HMDB00752,  CPD0-1300,  HMDB02074,  HMDB02173,  HMDB06900,  C01053,  solerol,  aceto-hydroxybutanoic acid,  C00772,  2-ACETO-2-HYDROXY-BUTYRATE,  C00966,  adipic acid,  C00659,  CPD-19,  C14463"""
708,259.0514051,9.237983665,"bp",0.968200396,1,708,""
709,584.2640752,3.58581599166667,"bp",0.939674054,1,709,"""HMDB00488,  HMDB00054,  C11630,  C05913,  C00486"""
710,538.4237024,3.52416466833333,"potential bp",0.980981385,NA,710,""
711,174.1004766,9.00245449333333,"bp",0.967256445,1,711,"""N-acetylornithine,  PEPTIDE_118,  THEANINE,  C01047,  CPD0-2182,  CPD-9384,  C00437,  StdMix2_37,  HMDB03357,  N-ALPHA-ACETYLORNITHINE"""
712,496.4133305,3.482981755,"494.40+H2",0.969854792,NA,712,""
713,212.1777905,3.57400637166667,"210.16+H2",0.936065501,NA,713,"""C18210,  C18206,  C18209,  C18208"""
714,130.0266445,11.2124925633333,"fragment?",0.985171475,NA,714,"""GLUTARATE,  glutaconic acid,  HMDB00634,  HMDB00620,  HMDB00749,  C01732,  HMDB02092,  CPD-2461,  itaconic acid,  C00433,  C00490,  StdMix3_7,  citraconic acid,  StdMix2_61,  CPD-654,  mesaconic acid,  C02800,  C02214,  C02226,  C02132"""
715,223.1056004,9.765631865,"bp",0.969806861,1,715,"CPD-3615"
716,226.0719277,9.28761615333333,"potential bp",0.970109953,NA,716,"CPD-659"
717,384.1609413,3.76742367833333,"potential bp",0.95818572,NA,717,"HMDB00386"
718,501.2859163,4.43677706,"fragment?",0.978745309,NA,718,"""HMDB11517,  HMDB11518,  HMDB11487,  HMDB11488"""
719,280.7420875,3.39888601666667,"fragment?",0.949134221,NA,719,""
720,295.8072102,22.6108015666667,"potential bp",0.98413041,NA,720,""
721,245.1829935,3.572843215,"potential bp",0.961058768,NA,721,""
722,173.0689369,7.05277901166667,"fragment?",0.952086941,NA,722,"""N-ACETYLGLUTAMATE_SEMIALDEHYDE,  C01250,  HMDB06488,  C17366,  CPD-469,  C12121"""
723,77.96587849,10.229858405,"fragment?",0.991736721,NA,723,""
724,134.0579471,7.95069834,"fragment?",0.973866475,NA,724,"""C04039,  C04272,  C06257,  C06258,  C06259,  C06260,  C06263,  C06264,  C06262,  C06267,  C06268,  C06265,  C06266,  C06269,  C08347,  HMDB00421,  HMDB12141,  C01801,  2-DEOXYRIBOSE,  StdMix1_99,  NUKED-PENTOSE-RING,  nt-pentose-ring,  CPD0-2167,  DIOH-ISOVALERATE,  HMDB01292,  HMDB03224,  C02783,  CPD-1093"""
725,223.9992289,7.19307918333333,"potential bp",0.988231591,NA,725,""
726,129.9878782,21.16520335,"fragment?",0.989177663,NA,726,""
727,332.2720198,3.58275249333333,"330.26+H2",0.9360045,NA,727,"""HMDB02226,  C15373,  adrenic acid,  ladderane-decanoic acid,  C16527"""
728,568.4710037,3.4739914,"potential bp",0.965114049,NA,728,""
729,157.9504155,20.9363455166667,"bp",0.992863744,1,729,""
730,409.148817,8.393446765,"potential bp",0.930385454,NA,730,""
731,862.5582939,3.58166016833333,"fragment?",0.97248058,NA,731,"""HMDB09836,  HMDB09837,  HMDB09847,  HMDB09809,  HMDB09824,  HMDB09825,  HMDB09786,  HMDB09875,  GPI(36:2/2)"""
732,164.0409278,6.76252088333333,"bp",0.986036736,1,732,""
733,112.0524392,4.900547745,"114.07-H2",0.884009251,NA,733,"""C04221,  C04091,  CPD-8825,  C06105,  C08502,  C08063,  CPD0-1349,  C01066,  CYCLOHEXANE-13-DIONE,  HMDB01164,  CPD-288,  CPD-289"""
734,582.3369766,4.58736196,"bp",0.984358407,1,734,""
735,302.2247957,3.626884965,"bp",0.945938602,1,735,"""C06087,  CPD-8723,  C06428,  C11874,  C11889,  C11888,  C15412,  C15460,  C15070,  C15184,  C15188,  C15003,  C15008,  C15017,  C15036,  C15318,  C15259,  CPD-7093,  eicosapentaenoic acid,  HMDB01999,  C07198,  C09118,  C09148,  C09159,  HMDB03598,  C12083,  C12077,  C14588,  C14890,  C14255,  C14490"""
736,283.2274978,3.46560401166667,"285.24-H2",0.965890635,NA,736,""
737,269.1344938,4.68307622166667,"bp|C13 isotope #1",0.943411268,NA,737,""
738,161.0688676,7.74674461833333,"bp",0.990372233,1,738,"""C06234,  CPD1A0-6176,  HMDB00510,  CPD-12247,  acetyl-homoserine,  C01077,  C01046,  C03210,  C17581,  C05016,  CPD0-2077,  STD_AMINOADIPIC_ACID,  C00956,  StdMix2_25,  CPD-667,  C02207"""
739,293.0735487,4.85422555,"potential bp",0.952704901,NA,739,""
740,132.0979917,8.75704718166667,"bp|C13 isotope #1",0.970766947,NA,740,""
741,335.1331131,10.5943311766667,"bp",0.950002613,1,741,"""HMDB00489,  ACETYL-ETCETERA-L-ASPARAGINE,  CPD-12578,  aspartylglycosamine,  PEPTIDE_775,  C04540"""
742,764.5694486,4.16677621166667,"bp",0.977347698,1,742,""
743,120.0422415,8.63874975833333,"bp",0.982516742,1,743,"""D-ERYTHRULOSE,  C06463,  ERYTHRULOSE,  HMDB00498,  HMDB02601,  HMDB02649,  ERYTHROSE,  HMDB00337,  HMDB00360,  C01796,  HMDB02453,  HMDB06293,  StdMix1_86,  THREOSE,  StdMix2_90,  C02045,  C02022"""
744,259.9990527,13.3270576266667,"bp",0.983673324,1,744,""
745,170.8569186,10.6909146216667,"fragment?",0.986874222,NA,745,""
746,308.2718539,3.59352965666667,"306.26+H2",0.953462271,NA,746,"""CPD-10110,  C09183,  HMDB05060,  C16525"""
747,217.9885658,12.8991837016667,"bp",0.967257876,1,747,"""C16199,  HMDB11725"""
748,219.1673676,3.58613795666667,"fragment?",0.957263298,NA,748,""
749,499.9378609,3.41839585,"bp",0.947720892,1,749,"C18142"
750,208.0849044,8.81512315833333,"bp",0.961412114,1,750,"""HMDB12948,  HMDB00684,  C01718,  C05647,  kynurenine,  L-KYNURENINE,  C00328,  StdMix2_15"""
751,559.4688265,3.39774488333333,"561.48-H2",0.96177323,NA,751,""
752,345.0091427,7.897907145,"potential bp",0.987023302,NA,752,""
753,154.0266749,4.44402460166667,"fragment?",0.967322944,NA,753,"""2-3-DIHYDROXYBENZOATE,  HMDB00152,  HMDB00397,  3-4-DIHYDROXYBENZOATE,  3, 4-DIHYDROXYBENZOATE,  CPD-10656,  CPD-10657,  HMDB01856,  R-1-AMINOPROPAN-2-YL-PHOSPHATE,  C00628,  CPD-633,  C00230,  C00196,  C16748"""
754,255.1961492,3.52783922,"fragment?",0.960694421,NA,754,""
755,99.96310734,11.794456335,"bp",0.921495255,1,755,""
756,167.0583737,7.11919773333333,"oxidation/reduction",0.968032616,NA,756,"""D-4-HYDROXYPHENYLGLYCINE,  CPD1A0-6093,  C06051,  C03986,  PYRIDOXAL,  C03493,  HMDB04290,  C05831,  P-HYDROXY-D-PHENYLGLYCINE,  HMDB01545,  C12323,  CPD-383,  StdMix2_20,  C00250,  C14171,  C14170"""
757,586.3684401,4.48446215,"584.35+H2",0.983507542,NA,757,""
758,281.1344495,4.01953743666667,"fragment?|C13 isotope #1",0.971350161,NA,758,""
759,209.0688921,4.82208106166667,"potential bp",0.953572277,NA,759,"""HMDB00735,  C03710,  C05596,  CPD0-2413,  C16591"""
760,88.05226738,6.99406262333333,"bp",0.970843451,1,760,"""BUTYRIC_ACID,  CPD0-1682,  CPD-8445,  HMDB00039,  C01769,  CPD-10353,  ACETOIN,  HMDB01873,  C00849,  CPD0-2414,  C00810,  C00466,  CPD-255,  C02632,  HMDB03243,  C00246,  ETHYLACETATE,  C14440,  ISOBUTYRATE"""
761,116.0666165,9.70082813666667,"bp|C13 isotope #1",0.968306283,NA,761,""
762,233.6846742,3.53668646666667,"potential bp",0.957960688,NA,762,""
763,479.3017022,4.47294485333333,"fragment?",0.980210738,NA,763,"""CPD-8355,  lysoPE(18:1),  HMDB11506,  HMDB11505,  HMDB11475,  HMDB11476"""
764,464.3505789,3.571905435,"potential bp",0.975377123,NA,764,"""CPD-12497,  CPD-12498,  HMDB02163,  C15794,  C17733,  C17735,  CPD-10552,  CPD-634"""
765,128.058586,10.5916978033333,"minus h2o",0.971053164,NA,765,"""HMDB00079,  DIHYDRO-THYMINE,  C05715,  C05717,  C00907,  C00906,  dihydrothymine"""
766,237.1002381,4.79139260166667,"fragment?",0.946936951,NA,766,""
767,252.2090806,3.52404914833333,"potential bp",0.942989839,NA,767,"""HMDB00480,  HMDB00477,  11-(2-cyclopentenyl)-hendecanoic acid,  hexadecynoic acid,  hexadecadienoic acid,  C16795"""
768,450.3178134,4.43017129333333,"bp|C13 isotope #1",0.973547911,NA,768,""
769,247.7003934,3.49050172166667,"fragment?",0.957074771,NA,769,""
770,132.0898619,10.9352066583333,"bp",0.951913938,1,770,"""CPD0-1941,  HMDB00214,  L-ORNITHINE,  C01602,  C01603,  24DINH2-PENTANOATE,  C03943,  STD_ORNITHINE,  CPD-217,  C00516,  C00515,  StdMix2_51,  C00077,  HMDB03374,  ornithine"""
771,162.0528984,7.11934878666667,"+/-CO2CH2",0.963658948,NA,771,"""C06485,  C06158,  C06159,  CPD-8938,  C18028,  C06474,  C06478,  C06479,  HMDB00640,  C11592,  CPD0-1305,  HMDB00321,  HMDB00368,  HMDB00355,  HMDB00345,  DIETHYLPYROCARBONATE,  C01989,  C03979,  C03827,  L-RHAMNONO-14-LACTONE,  C03761,  C01088,  C03652,  C17209,  L-RHAMNO-14-LACTONE,  C00478,  C02991,  15-ANHYDRO-D-FRUCTOSE,  C02488,  C02492,  C02360,  C16390"""
772,541.3383172,4.61834207666667,"potential bp",0.979402727,NA,772,""
773,305.2438592,3.60871531666667,"bp",0.962656833,1,773,""
774,168.1150965,4.04682378333333,"double bond",0.977470275,NA,774,"""C18019,  C06069,  CPD-8661,  C11937,  C11944,  C11943,  C08546,  C08489,  C08498,  C11403,  C11402,  C11418,  C11414,  C11651,  CPD-10044,  CPD-10048,  CPD-10057,  CPD-10058,  CPD-10064,  CPD-10068,  CPD-10069,  C03448,  CPD-9977,  CPD-9976,  C09786,  C09785,  C09804,  C09836,  C09842,  C09854,  C00848,  CPD-790,  CPD-863,  C02108,  C02109,  C16461"""
775,822.5826779,3.94771189,"double bond|C13 isotope #1",0.973636374,NA,775,""
776,136.9523831,22.8272940166667,"bp",0.985365533,1,776,""
777,116.0086239,6.44359882333333,"bp",0.991117235,1,777,""
778,133.0375101,9.515191985,"potential bp",0.965124253,NA,778,"""HMDB00191,  STD_ASPARTIC_ACID,  StdMix1_29,  HMDB06483,  HMDB11753,  L-ASPARTATE,  C00402,  aspartic acid,  C00049,  C00050,  C16433"""
779,825.7334367,21.01344815,"potential bp",0.980638917,NA,779,""
780,403.8910253,21.0209610166667,"potential bp",0.985436813,NA,780,""
781,234.9316264,22.78514255,"potential bp",0.983776261,NA,781,""
782,271.2592346,3.681747995,"268.24+H2|C13 isotope #1",0.950358391,NA,782,""
783,287.9193041,22.7878620333333,"potential bp",0.976608571,NA,783,""
784,198.0892951,4.651614365,"IsoProp",0.958457313,NA,784,"""C06579,  HMDB04998,  CPD-12445,  C17454,  C09853,  CPD-1005,  CPD-5702,  C16644"""
785,174.0164067,10.1205113033333,"double bond",0.987851021,NA,785,"""HMDB00958,  CPD-11855,  CPD-11854,  HMDB00072,  CIS-ACONITATE,  StdMix3_40,  StdMix1_66,  C05422,  C00417,  CPD-225,  HMDB01264,  CPD-621,  L-DEHYDRO-ASCORBATE,  C02341,  C02342"""
786,243.0591887,10.6882355066667,"bp",0.983412034,1,786,""
787,146.0215204,9.86308050166667,"bp",0.983668305,1,787,"""C06030,  C06316,  HMDB00208,  C03716,  2-ketoglutaric acid,  R-2-HYDROXYGLUTARATE,  CPD-7066,  S-CITRAMALATE,  C05407,  C05406,  CPD-381,  StdMix2_66,  C00026,  CPD-31,  2-KETOGLUTARATE"""
788,227.1968005,3.71399746833333,"229.21-H2",0.971521308,NA,788,""
789,136.0525102,4.85925618833333,"fragment?",0.940938192,NA,789,"""C06224,  CPD-8779,  HMDB00209,  C01454,  C15583,  C03765,  CPD-6441,  C05615,  C05613,  C07085,  C07086,  C10700,  CPD-10598,  C07211,  C07215,  C07190,  C07191,  C07189,  C10761,  HYDRPHENYLAC-CPD,  CPD-103,  C00548,  PHENYLACETATE,  C14087"""
790,240.067106,3.78619229,"potential bp",0.956988318,NA,790,""
791,196.1464104,3.65436944833333,"potential bp",0.969510028,NA,791,"""C08486,  C11338,  dodecynoic acid,  CPD-9758,  LMPR0102090045,  C09837,  C09861,  C09863,  7-(2-cyclopentenyl)-heptanoic acid,  C12306,  C12301,  C12302,  C12300,  LMPR0102010009,  LMPR0102120020"""
792,329.9325827,22.7445547,"bp",0.991639529,1,792,""
793,130.0630568,6.337234345,"bp",0.983381341,1,793,"""HMDB10717,  C06008,  C06102,  HMDB00408,  HMDB00491,  HMDB00695,  2-KETO-3-METHYL-VALERATE,  6-HYDROXYHEXAN-6-OLIDE,  C03501,  C03500,  C03465,  C03467,  2-keto-3-methyl-valerate,  C01012,  C03241,  HMDB06024,  ETHYL-ACETOACETATE,  2K-4CH3-PENTANOATE,  HMDB01864,  2-ketoisocaproate,  C00902,  C12314,  C00671,  C14530,  C00233,  PROPIONIC-ANHYDRIDE,  C02129,  C02122,  PANTOYL-LACTONE"""
794,262.9908637,10.6109863083333,"potential bp|C13 isotope #1",0.981692262,NA,794,""
795,122.0579113,9.34890246666667,"fragment?",0.968122726,NA,795,"""HMDB02994,  CPD-12825,  HMDB04136,  CPD-6995,  ERYTHRITOL,  C00503,  D-ERYTHRITOL,  C16884"""
796,593.4743604,3.45926557833333,"595.49-H2",0.956981391,NA,796,""
797,260.9928591,10.6128089533333,"bp|C13 isotope #1",0.981870484,NA,797,""
798,281.2487005,3.39336194666667,"bp",0.938303488,1,798,"""CPD-8477,  HMDB02080,  OLEATE-CPD,  CPD-9247"""
799,226.1752952,3.53489301166667,"fragment?",0.953503246,NA,799,""
800,211.169915,3.55109868166667,"213.19-H2",0.939407376,NA,800,""
801,103.0632519,10.0998816316667,"bp",0.979576139,1,801,"""CPD-8145,  4-AMINO-BUTYRATE,  CPD-6141,  CPD0-1952,  CPD0-1942,  HMDB00452,  HMDB00650,  HMDB00092,  HMDB00112,  C11735,  DIMETHYL-GLYCINE,  C11109,  HMDB02299,  CPD-4748,  C01205,  HMDB02166,  CPD-10490,  C03665,  C01026,  STD_AMINONBUTRYIC_Acid,  C03284,  dimethylglycine,  C05145,  HMDB01906,  CPD0-2276,  HMDB03911,  CPD-3686,  C00335,  C00334,  CPD-298,  StdMix2_32,  gamma amino butyric acid,  CPD-466,  CPD-471,  C02721,  C02261,  C02356"""
802,108.0573197,4.313395895,"+/-SO3 (sulfur compounds)",0.963197053,NA,802,"""C01542,  HMDB02055,  HMDB02048,  C01403,  C01467,  C01468,  C03485,  HMDB01858,  CPD-112,  CPD-108,  CPD-109,  CPD-395,  C00556,  HMDB03119,  BENZYL-ALCOHOL"""
803,357.1062829,7.99147352833333,"potential bp",0.978691044,NA,803,"""CPD-6627,  C17751"""
804,313.9063889,22.8486582333333,"potential bp|N15 isotope #1",0.970942503,NA,804,""
805,248.7081626,3.46922258333333,"fragment?",0.94551297,NA,805,""
806,372.8757434,22.8488689,"potential bp",0.96690394,NA,806,""
807,485.8577565,21.00322045,"potential bp",0.992411736,NA,807,""
808,845.5790276,3.92559207833333,"843.56+H2",0.981223906,NA,808,""
809,426.3712926,3.542323195,"424.36+H2",0.964305937,NA,809,""
810,99.95626264,10.39801824,"oxidation/reduction",0.936086121,NA,810,"CPD0-1385"
811,494.3974981,3.49981449666667,"492.38+H2",0.969591142,NA,811,""
812,552.4759745,3.42437846833333,"550.46+H2",0.968837241,NA,812,"""HMDB07070,  HMDB07126"""
813,412.1368046,8.15268106166667,"potential bp",0.984299243,NA,813,""
814,150.0164187,11.4826732766667,"bp",0.930336018,1,814,"""HMDB00956,  C00898,  C00552,  C02107"""
815,196.0406404,7.223186045,"potential bp",0.976503449,NA,815,"CPD-3742"
816,137.047644,9.15328409833333,"fragment?",0.958050598,NA,816,"""HMDB00875,  ANTHRANILATE,  P-AMINO-BENZOATE,  2-NITROTOLUENE,  CPD0-1105,  SALICYLALDOXIME,  anthranilate,  C01004,  3-NITROTOLUENE,  CPD-7367,  METHYLNICOTINATE,  HMDB01891,  HMDB01392,  HMDB01538,  3-PYRIDYLACETIC-ACID,  SALICYLAMIDE,  StdMix1_7,  HMDB01123,  C00569,  C00568,  C00108,  CPD-701,  C14394"""
817,212.068619,6.89144698833333,"potential bp",0.972302871,NA,817,"""HMDB00913,  CPD-11831,  C11155,  CPD-6542,  C10674,  vanillactic acid"""
818,329.244033,3.581808835,"bp",0.955514225,1,818,""
819,144.0034585,10.6958678433333,"bp",0.977375343,1,819,""
820,86.03657516,7.00266096166667,"minus h2o",0.940759753,NA,820,"""HMDB10720,  C16267,  HMDB00549,  C01770,  C01771,  HMDB02523,  C00741,  DIACETYL,  HMDB03407,  2-BUTYNE-14-DIOL,  C16835,  C02497"""
821,160.1099855,4.27757464,"bp",0.96427061,1,821,"""HMDB10722,  HMDB00486,  HMDB00711,  HMDB02264,  C03865,  C03864,  ETHYL-R-3-HYDROXYHEXANOATE,  C17527,  HMDB01954,  ETHYL-S-3-HYDROXYHEXANOATE,  C16650,  C16651,  C16649"""
822,128.0085544,10.7026445016667,"fragment?",0.969414928,NA,822,""
823,469.8625854,21.0142736833333,"potential bp",0.982170361,NA,823,""
824,190.0101796,4.77856123166667,"bp",0.98892908,1,824,""
825,584.3528312,4.53536600833333,"586.37-H2",0.984251218,NA,825,"""CPD1UA-5664,  CPD-11481"""
826,137.0404993,9.344319685,"bp|C13 isotope #1",0.981259077,NA,826,""
827,146.0579576,7.03263830333333,"fragment?",0.938891879,NA,827,"""2, 2-dimethylsuccinic acid,  methylglutaric acid,  C04237,  C16272,  2-DEHYDROPANTOATE,  C06762,  HMDB00858,  C06006,  C06104,  HMDB00448,  HMDB00422,  HMDB00752,  CPD0-1300,  HMDB02074,  HMDB02173,  HMDB06900,  C01053,  solerol,  aceto-hydroxybutanoic acid,  C00772,  2-ACETO-2-HYDROXY-BUTYRATE,  C00966,  adipic acid,  C00659,  CPD-19,  C14463"""
828,605.3335262,4.51192767333333,"bp",0.979471352,1,828,""
829,142.099453,4.39286436833333,"bp",0.977246845,1,829,"""HMDB00392,  HMDB01568,  C12297,  C12104,  C16653,  C16654,  C16648"""
830,77.01901826,6.69817728,"bp",0.995336138,1,830,""
831,275.7317768,3.43619221833333,"fragment?",0.946991583,NA,831,""
832,148.0372058,10.3853548283333,"fragment?",0.989023499,NA,832,"""L-XYLONO-14-LACTONE,  C06029,  C06032,  C06031,  HMDB00426,  HMDB00428,  HMDB00606,  HMDB00694,  C03826,  C01114,  C01087,  L-ARABINO-1-5-LACTONE,  C03196,  StdMix1_60,  C05405,  HMDB11676,  HMDB01900,  D-XYLONO-14-LACTONE,  C00816,  C00815,  C02994,  CPD-356,  C00684,  CPD-368,  CPD-360,  C00652,  C02612,  C02614,  C02630,  C02753,  C02754,  C02266,  CPD-13413"""
833,158.0579367,6.95823107833333,"fragment?",0.93504913,NA,833,"""HMDB00635,  HMDB12241,  C05126,  CPD-205,  DIMETHYL-CITRACONATE,  C02631,  C04815,  C04816,  C04670"""
834,430.3811791,3.78389164833333,"bp",0.977939776,1,834,"""CPD-8611,  CPD-7190,  HMDB01893,  ALPHA-TOCOPHEROL,  CPD-51,  C04814,  C02477,  CPD-5847"""
835,89.01923752,7.21548898,"fragment?",0.96833309,NA,835,""
836,143.0582426,7.2370979,"145.07-H2",0.96506669,NA,836,"""Clav_1,  HMDB00894,  C17357"""
837,195.8759642,22.2531163166667,"bp",0.992875074,1,837,""
838,176.835636,10.2031785616667,"potential bp",0.965950382,NA,838,""
839,168.0535285,7.16793995,"potential bp",0.975404084,NA,839,""
840,172.0485172,8.603787225,"bp",0.97629149,1,840,"""C13739,  C05565,  hydantoin-5-propionic acid,  HMDB01212"""
841,392.2930184,3.90828203,"bp",0.979713841,1,841,"""HMDB00946,  HMDB00411,  HMDB00438,  HMDB00478,  HMDB00518,  HMDB00514,  HMDB00626,  HMDB00686,  HMDB00664,  HMDB00811,  HMDB00733,  HMDB00384,  HMDB00361,  HMDB00348,  HMDB02451,  HMDB02488,  HMDB02585,  HMDB02536,  C15515,  C15517,  C17660,  C17662,  C17661,  C17664,  C17687,  C17646,  C07880,  CPD-10534,  C02528,  C04483"""
842,129.0426202,10.3054652666667,"bp",0.994861621,1,842,"""pyroglutamic acid/5-oxoproline,  C04282,  C04281,  PYRROLINE-HYDROXY-CARBOXYLATE,  5-OXOPROLINE,  HMDB00805,  HMDB00267,  HMDB02234,  C01877,  C01879,  HMDB01843,  HMDB01369,  CPD0-2462,  StdMix2_11,  C02237"""
843,219.9707647,22.7688327,"potential bp",0.977687998,NA,843,""
844,292.071523,6.17411766666667,"potential bp",0.981824321,NA,844,""
845,88.0158691,10.6395871883333,"90.03-H2",0.990703796,NA,845,"""HMDB00243,  StdMix1_58,  MALONATE-S-ALD,  PYRUVATE,  HMDB11111,  C00022,  C12069,  C00222"""
846,274.2223237,3.45600245833333,"276.24-H2",0.948863945,NA,846,""
847,227.1830805,3.53999204833333,"bp",0.942901295,1,847,""
848,393.2963724,4.47152093166667,"potential bp|C13 isotope #1",0.97140438,NA,848,""
849,148.073624,7.02644343,"bp",0.914284235,1,849,"""mevalonate,  C04104,  C06007,  C06471,  CPD-11914,  CPD-11912,  CPD-11913,  HMDB12140,  HMDB00227,  MEVALONATE,  1-KETO-2-METHYLVALERATE,  C03348,  CPD-9399,  CPD-9396,  CPD-9395,  CPD-9394,  CPD-9388,  C00418,  L-PANTOATE,  C00522,  C02104"""
850,296.2718197,3.60041369833333,"methylation (-H2O)",0.955998437,NA,850,"""C13787,  C13839,  C13838,  C03425,  C03426"""
851,450.3713524,3.509392455,"452.39-H2",0.959793782,NA,851,"""C15802,  CPD-723"""
852,256.7056564,3.51347505333333,"fragment?",0.945437387,NA,852,""
853,176.0684885,9.004836435,"fragment?",0.968692007,NA,853,"""HMDB00402,  HMDB12156,  3-CARBOXY-3-HYDROXY-ISOCAPROATE,  HMDB02025,  C03328,  C05994,  CPD-9666,  C02504,  2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE,  C02123,  C04411"""
854,218.1777207,3.52140378,"fragment?",0.944642195,NA,854,""
855,560.4815341,3.41072731333333,"double bond",0.953719269,NA,855,""
856,126.9074821,22.2975576333333,"bp",0.99190039,1,856,""
857,186.0502616,9.39182290166667,"fragment?",0.941703374,NA,857,""
858,208.8727069,22.6246781333333,"potential bp",0.975207519,NA,858,""
859,166.0842872,9.03442218166667,"bp",0.964278182,1,859,"""CPD-8882,  CPD0-1114"""
860,440.3504261,3.58196705333333,"438.33+H2",0.970559165,NA,860,""
861,130.0266409,9.35915104,"bp",0.986407797,1,861,"""GLUTARATE,  glutaconic acid,  HMDB00634,  HMDB00620,  HMDB00749,  C01732,  HMDB02092,  CPD-2461,  itaconic acid,  C00433,  C00490,  StdMix3_7,  citraconic acid,  StdMix2_61,  CPD-654,  mesaconic acid,  C02800,  C02214,  C02226,  C02132"""
862,261.7160003,3.46943775333333,"fragment?",0.952553438,NA,862,""
863,547.8322115,21.0030739666667,"potential bp",0.984471782,NA,863,""
864,175.0020112,4.878244715,"bp|C13 isotope #1",0.992111493,NA,864,""
865,255.9890321,12.2400351316667,"bp",0.971982372,1,865,"""C02812,  C02813"""
866,293.809156,22.6088351,"potential bp",0.981516617,NA,866,""
867,173.9775344,22.6078940833333,"fragment?",0.993978148,NA,867,""
868,269.9317568,21.1497431666667,"potential bp",0.988978597,NA,868,""
869,525.2858053,4.36113261666667,"bp",0.976021906,1,869,"""HMDB11526,  HMDB11496"""
870,158.0205328,8.619796285,"2M+Na",0.952878237,NA,870,"CPD0-2359"
871,453.2858109,4.58023285166667,"fragment?",0.974639885,NA,871,"""CPD-8353,  GPC(13:0/1),  HMDB11503,  CPD0-2177,  HMDB11473,  GPE(16:0/1),  CONTAMINANTDB_0171"""
872,312.3031404,3.57342434666667,"bp",0.963359393,1,872,"""C06425,  HMDB00417,  HMDB00553,  HMDB00801,  HMDB02212,  C01607"""
873,246.0506259,10.280936465,"bp",0.954407696,1,873,"C03274"
874,555.3178349,4.69292604333333,"double bond",0.976145279,NA,874,""
875,179.0794656,8.94140329,"bp",0.963209006,1,875,"""C06763,  C08349,  DEOXYMORPHOLINOFRUCTOSE,  5-AMINO-5-DEOXY-D-GALACTOPYRANOSIDE,  C01214,  HMDB02030,  C03570,  StdMix1_41,  C17578,  CPD0-2399,  HMDB01514,  C00329,  C12212,  C02262,  GALACTOSAMINE"""
876,180.0787373,4.24498581833333,"fragment?",0.939259831,NA,876,"""CONIFERYL-ALCOHOL,  C15475,  HMDB11751,  C00590,  CPD-11530"""
877,224.679501,3.51160544833333,"potential bp",0.943491138,NA,877,""
878,125.9904968,21.0567862,"fragment?",0.992273712,NA,878,""
879,408.909315,22.8511561,"potential bp",0.983868493,NA,879,""
880,190.0422289,9.86742645833333,"potential bp",0.954825066,NA,880,""
881,366.2772571,3.68818687333333,"bp",0.962282806,1,881,""
882,410.2433996,4.63595254333333,"fragment?",0.981673188,NA,882,"""C04036,  HMDB07849,  HMDB07853"""
883,512.4079235,3.52114630666667,"potential bp",0.974896452,NA,883,""
884,327.1953223,3.48542575166667,"methylation (-H2O)|C13 isotope #1",0.934471556,NA,884,""
885,126.0179569,10.722606115,"bp|C13 isotope #1",0.946968546,NA,885,""
886,265.2168622,3.42551475333333,"fragment?",0.9554682,NA,886,""
887,238.1935058,3.47775106666667,"IsoProp",0.953804277,NA,887,"""LMPR0103530001,  14-pentadecynoic acid,  LMPR0103710001,  C17427,  C09632,  C09652,  C09653,  C09722,  LMPR0103800001,  3-pentadecynoic acid,  C16773,  C16774,  C16920"""
888,260.7080948,3.49684299666667,"262.72-H2",0.959168703,NA,888,""
889,102.0316093,7.82564607,"fragment?",0.98706242,NA,889,"""methylmalonate semialdehyde,  C06002,  C06005,  2-ketobutyric acid,  SUCC-S-ALD,  HMDB00060,  HMDB00005,  3-KETOBUTYRATE,  HMDB02217,  2-OXOBUTANOATE,  StdMix1_88,  succinic acid semialdehyde,  C00349,  CPD-3573,  HMDB01172,  HMDB01259,  StdMix3_6,  StdMix2_62,  C00232,  HMDB03381,  C00109,  CH3-MALONATE-S-ALD,  C00164"""
890,238.1318957,6.95258979,"bp",0.964504494,1,890,""
891,209.9931337,10.0960871583333,"bp",0.986960944,1,891,"""CPD-10551,  CPD0-2467"""
892,240.1909197,3.47253133166667,"fragment?",0.943217264,NA,892,""
893,251.9550603,22.6095297333333,"fragment?",0.993504582,NA,893,""
894,96.00012695,22.7240677166667,"bp",0.990657032,1,894,""
895,197.874193,22.26882065,"potential bp",0.992148593,NA,895,""
